기준연월,동반유형명,언급건수
202208,기타가족,13751
202208,부모님,6590
202208,친구,6367
202208,자녀,5545
202208,회사동료,4379
202208,배우자,3105
202208,싱글,2398
202208,연인,1936
202208,학생,1443
