업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
레저스포츠,107,108,-0.9,18160,11969,51.7
문화관광,3475,1258,176.2,18160,11969,51.7
쇼핑,2375,1721,38.0,18160,11969,51.7
숙박,808,448,80.4,18160,11969,51.7
역사관광,6,6,0.0,18160,11969,51.7
음식,11304,8372,35.0,18160,11969,51.7
자연관광,56,46,21.7,18160,11969,51.7
체험관광,29,10,190.0,18160,11969,51.7
