업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,7451,5916,25.9,36955,24551,50.5
레저스포츠,3778,2893,30.6,36955,24551,50.5
문화관광,4562,2397,90.3,36955,24551,50.5
쇼핑,6263,4373,43.2,36955,24551,50.5
숙박,1128,673,67.6,36955,24551,50.5
역사관광,1074,692,55.2,36955,24551,50.5
음식,11246,6784,65.8,36955,24551,50.5
자연관광,1239,748,65.6,36955,24551,50.5
체험관광,214,75,185.3,36955,24551,50.5
