광역지자체명,기초지자체명,기초지자체별 거주 방문자 수,기초지자체별 거주 방문자 비율
강원특별자치도,춘천시,12,20.7
강원특별자치도,원주시,6,10.3
강원특별자치도,강릉시,5,8.6
강원특별자치도,동해시,1,1.7
강원특별자치도,속초시,3,5.2
강원특별자치도,홍천군,8,13.8
강원특별자치도,횡성군,4,6.9
강원특별자치도,철원군,11,19.0
강원특별자치도,화천군,2,3.4
강원특별자치도,인제군,4,6.9
강원특별자치도,양양군,2,3.4
경기도,수원시 장안구,16,0.3
경기도,수원시 권선구,23,0.4
경기도,수원시 팔달구,10,0.2
경기도,수원시 영통구,29,0.5
경기도,성남시 수정구,13,0.2
경기도,성남시 중원구,8,0.1
경기도,성남시 분당구,30,0.5
경기도,의정부시,158,2.7
경기도,안양시 만안구,24,0.4
경기도,안양시 동안구,26,0.4
경기도,부천시,189,3.2
경기도,광명시,55,0.9
경기도,평택시,54,0.9
경기도,동두천시,34,0.6
경기도,안산시 상록구,39,0.7
경기도,안산시 단원구,24,0.4
경기도,고양시 덕양구,1246,21.0
경기도,고양시 일산동구,1103,18.6
경기도,고양시 일산서구,1137,19.1
경기도,과천시,7,0.1
경기도,구리시,50,0.8
경기도,남양주시,109,1.8
경기도,오산시,28,0.5
경기도,시흥시,125,2.1
경기도,군포시,44,0.7
경기도,의왕시,9,0.2
경기도,하남시,49,0.8
경기도,용인시 처인구,19,0.3
경기도,용인시 기흥구,30,0.5
경기도,용인시 수지구,25,0.4
경기도,이천시,20,0.3
경기도,안성시,12,0.2
경기도,김포시,479,8.1
경기도,화성시,140,2.4
경기도,광주시,44,0.7
경기도,양주시,285,4.8
경기도,포천시,41,0.7
경기도,여주시,14,0.2
경기도,연천군,168,2.8
경기도,가평군,19,0.3
경기도,양평군,10,0.2
경상남도,창원시 마산합포구,1,9.1
경상남도,사천시,1,9.1
경상남도,김해시,2,18.2
경상남도,거제시,1,9.1
경상남도,양산시,1,9.1
경상남도,고성군,1,9.1
경상남도,남해군,2,18.2
경상남도,산청군,1,9.1
경상남도,함양군,1,9.1
경상북도,포항시 남구,1,2.8
경상북도,경주시,3,8.3
경상북도,안동시,1,2.8
경상북도,구미시,10,27.8
경상북도,영주시,1,2.8
경상북도,영천시,1,2.8
경상북도,상주시,7,19.4
경상북도,문경시,4,11.1
경상북도,경산시,1,2.8
경상북도,의성군,1,2.8
경상북도,청도군,1,2.8
경상북도,성주군,1,2.8
경상북도,칠곡군,4,11.1
광주광역시,서구,1,50.0
광주광역시,광산구,1,50.0
대구광역시,서구,2,28.6
대구광역시,북구,1,14.3
대구광역시,달성군,3,42.9
대구광역시,군위군,1,14.3
대전광역시,동구,3,15.0
대전광역시,중구,1,5.0
대전광역시,서구,6,30.0
대전광역시,유성구,7,35.0
대전광역시,대덕구,3,15.0
부산광역시,남구,1,14.3
부산광역시,해운대구,1,14.3
부산광역시,강서구,2,28.6
부산광역시,연제구,1,14.3
부산광역시,수영구,1,14.3
부산광역시,기장군,1,14.3
서울특별시,종로구,37,1.5
서울특별시,중구,44,1.8
서울특별시,용산구,85,3.4
서울특별시,성동구,44,1.8
서울특별시,광진구,29,1.2
서울특별시,동대문구,46,1.9
서울특별시,중랑구,36,1.5
서울특별시,성북구,47,1.9
서울특별시,강북구,40,1.6
서울특별시,도봉구,63,2.5
서울특별시,노원구,100,4.0
서울특별시,은평구,216,8.7
서울특별시,서대문구,116,4.7
서울특별시,마포구,339,13.7
서울특별시,양천구,181,7.3
서울특별시,강서구,354,14.3
서울특별시,구로구,88,3.6
서울특별시,금천구,41,1.7
서울특별시,영등포구,156,6.3
서울특별시,동작구,50,2.0
서울특별시,관악구,48,1.9
서울특별시,서초구,83,3.4
서울특별시,강남구,116,4.7
서울특별시,송파구,69,2.8
서울특별시,강동구,46,1.9
인천광역시,중구,84,10.5
인천광역시,동구,7,0.9
인천광역시,미추홀구,51,6.4
인천광역시,연수구,61,7.6
인천광역시,남동구,107,13.4
인천광역시,부평구,126,15.8
인천광역시,계양구,118,14.8
인천광역시,서구,231,28.9
인천광역시,강화군,14,1.8
인천광역시,옹진군,1,0.1
전라남도,담양군,2,100.0
전북특별자치도,군산시,2,25.0
전북특별자치도,익산시,3,37.5
전북특별자치도,완주군,1,12.5
전북특별자치도,고창군,1,12.5
전북특별자치도,부안군,1,12.5
충청남도,천안시 동남구,11,5.6
충청남도,천안시 서북구,84,42.6
충청남도,공주시,3,1.5
충청남도,보령시,1,0.5
충청남도,아산시,71,36.0
충청남도,서산시,8,4.1
충청남도,당진시,8,4.1
충청남도,부여군,1,0.5
충청남도,서천군,1,0.5
충청남도,청양군,2,1.0
충청남도,홍성군,3,1.5
충청남도,예산군,1,0.5
충청남도,태안군,3,1.5
충청북도,청주시 상당구,1,2.0
충청북도,청주시 서원구,5,10.0
충청북도,청주시 흥덕구,9,18.0
충청북도,청주시 청원구,7,14.0
충청북도,충주시,6,12.0
충청북도,제천시,2,4.0
충청북도,옥천군,1,2.0
충청북도,증평군,1,2.0
충청북도,진천군,2,4.0
충청북도,괴산군,8,16.0
충청북도,음성군,8,16.0
