지역코드,지역명,평균 체류시간,평균 숙박일수
41111,수원시 장안구,887.0,2.84
41113,수원시 권선구,1131.0,2.82
41115,수원시 팔달구,722.0,2.64
41117,수원시 영통구,1067.0,2.99
41131,성남시 수정구,916.0,2.83
41133,성남시 중원구,1036.0,2.67
41135,성남시 분당구,869.0,2.95
41150,의정부시,1425.0,2.84
41171,안양시 만안구,983.0,2.79
41173,안양시 동안구,1132.0,2.91
41190,부천시,1291.0,2.87
41210,광명시,791.0,2.8
41220,평택시,2291.0,2.96
41250,동두천시,1241.0,2.71
41271,안산시 상록구,1650.0,2.88
41273,안산시 단원구,1100.0,2.62
41281,고양시 덕양구,953.0,2.89
41285,고양시 일산동구,852.0,2.87
41287,고양시 일산서구,872.0,2.84
41290,과천시,553.0,2.94
41310,구리시,631.0,2.82
41360,남양주시,1410.0,2.88
41370,오산시,1322.0,2.9
41390,시흥시,1267.0,2.85
41410,군포시,1199.0,2.88
41430,의왕시,638.0,2.8
41450,하남시,781.0,2.9
41461,용인시 처인구,1302.0,2.75
41463,용인시 기흥구,1137.0,2.96
41465,용인시 수지구,1366.0,2.97
41480,파주시,1183.0,2.81
41500,이천시,1139.0,2.82
41550,안성시,1221.0,2.85
41570,김포시,1290.0,2.87
41590,화성시,1383.0,2.81
41610,광주시,1213.0,2.81
41630,양주시,1106.0,2.74
41650,포천시,1159.0,2.52
41670,여주시,941.0,2.61
41800,연천군,1146.0,2.53
41820,가평군,929.0,2.27
41830,양평군,1069.0,2.48
