업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,399620.0
쇼핑업,레저용품쇼핑,3949.0
쇼핑업,기타관광쇼핑,85635.0
숙박업,캠핑장/펜션,40.0
숙박업,기타숙박,11425.0
식음료업,일반외식업,43567.0
식음료업,제과음료업,11865.0
여가서비스업,관광유원시설,1124.0
여가서비스업,골프장,27115.0
여가서비스업,기타레저,2779.0
여가서비스업,문화서비스,570.0
여행업,여행업,38.0
운송업,육상운송,6544.0
의료웰니스업,의료관광,5764.0
의료웰니스업,뷰티,1937.0
