업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,260138.0
쇼핑업,레저용품쇼핑,4226.0
쇼핑업,기타관광쇼핑,111684.0
숙박업,캠핑장/펜션,8.0
숙박업,기타숙박,82908.0
식음료업,일반외식업,45654.0
식음료업,제과음료업,8522.0
여가서비스업,관광유원시설,1115.0
여가서비스업,골프장,22727.0
여가서비스업,기타레저,5602.0
여가서비스업,문화서비스,604.0
운송업,육상운송,26206.0
의료웰니스업,의료관광,6755.0
의료웰니스업,뷰티,2104.0
