성/연령,지역명,비율
50대 남성,전라남도 무안군,12.5
40대 남성,전라남도 무안군,11.5
20대 남성,전라남도 무안군,9.2
50대 여성,전라남도 무안군,9.1
40대 여성,전라남도 무안군,8.7
30대 남성,전라남도 무안군,7.8
20대 여성,전라남도 무안군,7.2
60대 남성,전라남도 무안군,6.7
30대 여성,전라남도 무안군,6.2
60대 여성,전라남도 무안군,5.0
10대 남성,전라남도 무안군,4.5
10대 여성,전라남도 무안군,4.4
70대 이상 남성,전라남도 무안군,2.7
70대 이상 여성,전라남도 무안군,2.7
10대 미만 여성,전라남도 무안군,1.0
10대 미만 남성,전라남도 무안군,1.0
