업종중분류명,지역명,비율
음식,전라남도 무안군,29.1
쇼핑,전라남도 무안군,22.0
기타관광,전라남도 무안군,17.2
자연관광,전라남도 무안군,11.4
레저스포츠,전라남도 무안군,7.0
문화관광,전라남도 무안군,6.2
숙박,전라남도 무안군,6.2
역사관광,전라남도 무안군,0.8
체험관광,전라남도 무안군,0.1
