지표 코드,지표명,지표 순위값,지역명
1,방문자유입,23,남양주시
2,숙박방문자 비율,20,남양주시
3,체류시간,111,남양주시
4,목적지 검색량,7,남양주시
5,관광소비,19,남양주시
1,방문자유입,51,파주시
2,숙박방문자 비율,59,파주시
3,체류시간,142,파주시
4,목적지 검색량,4,파주시
5,관광소비,25,파주시
1,방문자유입,40,김포시
2,숙박방문자 비율,41,김포시
3,체류시간,98,김포시
4,목적지 검색량,21,김포시
5,관광소비,21,김포시
