기준연월,동반유형명,언급건수
202211,기타가족,13147
202211,친구,6317
202211,부모님,5925
202211,회사동료,5528
202211,자녀,5289
202211,배우자,2740
202211,싱글,2219
202211,연인,2062
202211,학생,1207
