국가명,비율(%)
베트남,23.57
기타,20.99
중국,20.93
미국,8.04
인도네시아,7.0
태국,2.89
독일,2.76
필리핀,2.7
러시아,2.39
몽골,2.15
일본,1.72
영국,1.35
인도,1.04
캐나다,0.68
말레이시아,0.68
프랑스,0.49
오스트레일리아,0.31
싱가포르,0.12
튀르키예,0.06
대만,0.06
멕시코,0.06
카자흐스탄,0.0
아랍에미리트,0.0
사우디아라비아,0.0
홍콩,0.0
