기준연월,목적지 유형,목적지 검색량
202004,전체,500721
202004,숙박,16450
202004,음식,169379
202004,기타관광,91909
202004,쇼핑,100595
202004,자연관광,7590
202004,문화관광,56629
202004,역사관광,10811
202004,체험관광,1423
202004,레저스포츠,45935
