거리구분명,방문자수,방문자비율
30km 미만,1382157.0,42.62
30km 이상 70km 미만,1573194.0,48.51
70km 이상 140km 미만 ,148788.0,4.59
140km 이상 190km 미만,45154.0,1.39
190km 이상 240km 미만,20220.0,0.62
240km 이상 ,73416.0,2.26
