순위,분류,관련 키워드,언급건수
1,휴식/힐링,힐링,1298
2,휴식/힐링,나들이,871
3,레포츠,빠지,780
4,레포츠,캠핑,595
5,기타,투어,545
6,레포츠,등산,287
7,기타,데이트코스,157
8,레포츠,낚시,129
9,레포츠,레저,125
10,기타,해외여행,107
11,미식,카페투어,101
12,휴식/힐링,휴양,99
13,기타,답사,84
14,레포츠,산행,83
15,휴식/힐링,피크닉,79
16,레포츠,글램핑,76
17,휴식/힐링,야영,69
18,레포츠,차박,68
19,휴식/힐링,드라이브코스,61
20,휴식/힐링,즐길거리,58
20,휴식/힐링,생태관광,58
22,레포츠,서핑,51
23,휴식/힐링,불멍,49
23,체험,생태체험,49
25,레포츠,트레킹,48
26,휴식/힐링,호캉스,47
26,레포츠,오프로드,47
28,레포츠,스킨스쿠버,46
28,레포츠,수상레저,46
30,레포츠,레포츠,45
30,레포츠,스쿠버,45
32,레포츠,카약,44
33,레포츠,오토캠핑,40
34,미식,먹부림,37
35,미식,맛집탐방,36
35,휴식/힐링,북캉스,36
37,레포츠,패러글라이딩,32
38,레포츠,프리다이빙,30
38,레포츠,스키,30
38,레포츠,수상스키,30
41,체험,도예체험,28
41,레포츠,수상자전거,28
41,미식,바베큐파티,28
44,레포츠,스킨다이빙,27
44,레포츠,스노쿨링,27
44,레포츠,버기카,27
44,레포츠,ssi,27
48,레포츠,스노클링,26
48,레포츠,오픈워터,26
50,레포츠,트래킹,25
51,휴식/힐링,힐링여행,24
52,미식,맛집투어,23
52,체험,농촌체험,23
54,미식,빵지순례,20
55,휴식/힐링,신혼여행,19
55,레포츠,캠핑족,19
57,체험,갯벌체험,16
58,휴식/힐링,테라피,15
58,체험,동물체험,15
58,휴식/힐링,집콕생활,15
61,레포츠,감성캠핑,14
61,체험,수확체험,14
61,레포츠,백패킹,14
64,레포츠,바다낚시,11
64,레포츠,산악자전거,11
66,레포츠,캠프파이어,10
66,체험,승마체험,10
68,레포츠,클라이밍,9
68,체험,먹이주기체험,9
68,휴식/힐링,재충전,9
68,레포츠,하이킹,9
68,체험,숲체험,9
68,체험,농장체험,9
68,휴식/힐링,근교여행,9
75,기타,제주여행,8
75,레포츠,노지캠핑,8
75,기타,제주도여행,8
75,휴식/힐링,일광욕,8
75,기타,테마여행,8
75,휴식/힐링,홈캉스,8
75,기타,유럽여행,8
75,레포츠,레저스포츠,8
75,체험,도자기체험,8
84,미식,먹킷리스트,7
84,체험,딸기체험,7
84,레포츠,짚라인,7
84,레포츠,아쿠아로빅,7
84,기타,추억여행,7
84,미식,먹방여행,7
90,레포츠,수상레져,6
90,휴식/힐링,백캉스,6
90,레포츠,암벽등반,6
93,레포츠,래프팅,5
93,미식,고기파티,5
93,체험,물레체험,5
93,레포츠,해양레저,5
93,기타,배낭여행,5
93,기타,오지여행,5
93,체험,수학여행,5
93,체험,템플스테이,5
101,기타,부산여행,4
101,레포츠,바나나보트,4
101,레포츠,캠프닉,4
101,레포츠,카라반캠핑,4
101,미식,맥주파티,4
101,미식,빵투어,4
101,체험,동물먹이주기체험,4
101,체험,쿠킹클래스,4
101,기타,자유여행,4
101,레포츠,스케이트보드,4
101,휴식/힐링,물멍,4
101,기타,자전거여행,4
101,체험,카약체험,4
101,기타,도보여행,4
101,체험,오프로드체험,4
101,레포츠,루어낚시,4
101,레포츠,오프로드라이딩,4
101,레포츠,골프투어,4
101,미식,애프터눈티,4
101,체험,패러글라이딩체험,4
121,기타,역사여행,3
121,체험,요리체험,3
121,레포츠,padi,3
121,휴식/힐링,우정여행,3
121,기타,걷기여행,3
121,기타,기차여행,3
121,휴식/힐링,허니문,3
121,기타,동남아여행,3
121,레포츠,견지낚시,3
121,레포츠,캠핑여행,3
121,체험,공예체험,3
121,체험,블루베리체험,3
121,기타,세계여행,3
121,레포츠,배스낚시,3
121,레포츠,빙벽등반,3
121,레포츠,산악오토바이,3
121,체험,곤충체험,3
138,휴식/힐링,노을뷰,2
138,레포츠,골프여행,2
138,레포츠,민물낚시,2
138,체험,낚시체험,2
138,체험,어촌체험,2
138,체험,전통놀이체험,2
138,휴식/힐링,감성여행,2
138,레포츠,제트스키,2
138,체험,목장체험,2
138,레포츠,게이트볼,2
138,휴식/힐링,겨울여행,2
138,레포츠,스노우보드,2
138,체험,시티투어,2
138,휴식/힐링,카캉스,2
138,휴식/힐링,농촌여행,2
138,휴식/힐링,몰캉스,2
138,휴식/힐링,즉흥여행,2
138,레포츠,페러글라이딩,2
138,체험,미술체험,2
138,체험,천연염색체험,2
138,체험,한옥스테이,2
138,휴식/힐링,모캉스,2
138,레포츠,번지점프,2
138,미식,삼겹살파티,2
138,체험,버스투어,2
138,기타,도시여행,2
164,기타,일본여행,1
164,기타,기념여행,1
164,체험,야경투어,1
164,체험,우유주기체험,1
164,레포츠,bmx,1
164,체험,목공예체험,1
