기준연월,동반유형명,언급건수
202007,기타가족,10528
202007,자녀,4376
202007,친구,4283
202007,부모님,4181
202007,회사동료,3688
202007,배우자,2360
202007,싱글,1618
202007,연인,1595
202007,학생,786
