기준연월,목적지 유형,목적지 검색량
202002,전체,270460
202002,숙박,9096
202002,음식,104181
202002,기타관광,52380
202002,쇼핑,53916
202002,문화관광,25074
202002,역사관광,4520
202002,자연관광,2496
202002,체험관광,679
202002,레저스포츠,18118
