성/연령,지역명,비율
50대 남성,인천광역시 서구,11.7
40대 남성,인천광역시 서구,11.0
30대 남성,인천광역시 서구,10.4
50대 여성,인천광역시 서구,9.7
20대 남성,인천광역시 서구,8.9
40대 여성,인천광역시 서구,8.6
30대 여성,인천광역시 서구,8.3
20대 여성,인천광역시 서구,8.1
60대 남성,인천광역시 서구,6.4
60대 여성,인천광역시 서구,4.7
10대 남성,인천광역시 서구,3.5
10대 여성,인천광역시 서구,3.5
70대 이상 남성,인천광역시 서구,1.9
70대 이상 여성,인천광역시 서구,1.8
10대 미만 여성,인천광역시 서구,0.8
10대 미만 남성,인천광역시 서구,0.7
