지표 코드,지표명,지표 순위값,지역명
1,방문자유입,82,연수구
2,숙박방문자 비율,88,연수구
3,체류시간,102,연수구
4,목적지 검색량,19,연수구
5,관광소비,58,연수구
1,방문자유입,34,시흥시
2,숙박방문자 비율,46,시흥시
3,체류시간,160,시흥시
4,목적지 검색량,23,시흥시
5,관광소비,18,시흥시
1,방문자유입,42,파주시
2,숙박방문자 비율,56,파주시
3,체류시간,159,파주시
4,목적지 검색량,3,파주시
5,관광소비,13,파주시
1,방문자유입,48,김포시
2,숙박방문자 비율,60,김포시
3,체류시간,84,김포시
4,목적지 검색량,21,김포시
5,관광소비,19,김포시
