업종중분류명,지역명,비율
음식,인천광역시 서구,50.8
문화관광,인천광역시 서구,14.6
쇼핑,인천광역시 서구,14.4
레저스포츠,인천광역시 서구,13.1
기타관광,인천광역시 서구,3.6
숙박,인천광역시 서구,1.9
자연관광,인천광역시 서구,1.3
역사관광,인천광역시 서구,0.3
체험관광,인천광역시 서구,0.0
