거리구분명,방문자수,방문자비율
30km 미만,1717374.0,43.61
30km 이상 70km 미만,1711216.0,43.45
70km 이상 140km 미만 ,212847.0,5.4
140km 이상 190km 미만,84258.0,2.14
190km 이상 240km 미만,45547.0,1.16
240km 이상 ,167147.0,4.24
