기준연월,목적지 유형,목적지 검색량
202212,전체,522206
202212,숙박,27490
202212,음식,257028
202212,기타관광,61378
202212,쇼핑,100713
202212,문화관광,46594
202212,역사관광,5579
202212,자연관광,2513
202212,체험관광,1841
202212,레저스포츠,19070
