업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,218383.0
쇼핑업,레저용품쇼핑,4833.0
쇼핑업,기타관광쇼핑,67296.0
숙박업,호텔,9900.0
숙박업,캠핑장/펜션,80.0
숙박업,기타숙박,9638.0
식음료업,일반외식업,36463.0
식음료업,제과음료업,8531.0
여가서비스업,관광유원시설,724.0
여가서비스업,골프장,14988.0
여가서비스업,기타레저,814.0
여가서비스업,문화서비스,452.0
여행업,여행업,25.0
운송업,육상운송,4877.0
의료웰니스업,의료관광,5631.0
의료웰니스업,뷰티,2168.0
