업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,51.9,2.2
쇼핑업,기타관광쇼핑,51.9,30.5
쇼핑업,대형쇼핑몰,51.9,67.3
숙박업,호텔,0.6,7.6
숙박업,캠핑장/펜션,0.6,6.4
숙박업,기타숙박,0.6,86.0
식음료업,일반외식업,24.1,83.0
식음료업,제과음료업,24.1,17.0
여가서비스업,관광유원시설,9.3,2.4
여가서비스업,골프장,9.3,83.8
여가서비스업,기타레저,9.3,9.4
여가서비스업,문화서비스,9.3,4.4
여행업,여행업,0.0,100.0
운송업,렌터카,13.1,0.0
운송업,육상운송,13.1,100.0
의료웰니스업,의료관광,0.9,16.7
의료웰니스업,뷰티,0.9,83.3
