지표 코드,지표명,지표 순위값,지역명
1,방문자유입,40,안산시 단원구
2,숙박방문자 비율,47,안산시 단원구
3,체류시간,151,안산시 단원구
4,목적지 검색량,43,안산시 단원구
5,관광소비,41,안산시 단원구
1,방문자유입,29,시흥시
2,숙박방문자 비율,41,시흥시
3,체류시간,109,시흥시
4,목적지 검색량,23,시흥시
5,관광소비,21,시흥시
1,방문자유입,35,파주시
2,숙박방문자 비율,56,파주시
3,체류시간,129,파주시
4,목적지 검색량,7,파주시
5,관광소비,19,파주시
1,방문자유입,37,김포시
2,숙박방문자 비율,55,김포시
3,체류시간,107,김포시
4,목적지 검색량,25,김포시
5,관광소비,22,김포시
