성/연령,지역명,비율
50대 남성,울산광역시 북구,13.3
40대 남성,울산광역시 북구,10.3
50대 여성,울산광역시 북구,10.1
30대 남성,울산광역시 북구,9.9
20대 남성,울산광역시 북구,9.0
40대 여성,울산광역시 북구,8.0
60대 남성,울산광역시 북구,7.7
30대 여성,울산광역시 북구,7.2
20대 여성,울산광역시 북구,6.5
60대 여성,울산광역시 북구,5.1
10대 남성,울산광역시 북구,3.8
10대 여성,울산광역시 북구,3.7
70대 이상 남성,울산광역시 북구,1.8
70대 이상 여성,울산광역시 북구,1.7
10대 미만 여성,울산광역시 북구,1.0
10대 미만 남성,울산광역시 북구,0.9
