성/연령,지역명,비율
50대 남성,전라남도 여수시,11.8
40대 남성,전라남도 여수시,10.0
20대 남성,전라남도 여수시,9.5
30대 남성,전라남도 여수시,9.0
50대 여성,전라남도 여수시,8.9
60대 남성,전라남도 여수시,8.5
20대 여성,전라남도 여수시,7.7
40대 여성,전라남도 여수시,6.9
30대 여성,전라남도 여수시,6.3
60대 여성,전라남도 여수시,6.0
10대 남성,전라남도 여수시,3.7
10대 여성,전라남도 여수시,3.6
70대 이상 남성,전라남도 여수시,3.5
70대 이상 여성,전라남도 여수시,3.0
10대 미만 여성,전라남도 여수시,0.7
10대 미만 남성,전라남도 여수시,0.7
