업종중분류명,지역명,비율
음식,인천광역시 서구,53.2
문화관광,인천광역시 서구,15.4
레저스포츠,인천광역시 서구,12.5
쇼핑,인천광역시 서구,10.4
기타관광,인천광역시 서구,3.7
숙박,인천광역시 서구,2.9
자연관광,인천광역시 서구,1.7
역사관광,인천광역시 서구,0.3
체험관광,인천광역시 서구,0.1
