지표 코드,지표명,지표 순위값,지역명
1,방문자유입,67,연수구
2,숙박방문자 비율,74,연수구
3,체류시간,128,연수구
4,목적지 검색량,18,연수구
5,관광소비,55,연수구
1,방문자유입,26,남양주시
2,숙박방문자 비율,20,남양주시
3,체류시간,119,남양주시
4,목적지 검색량,9,남양주시
5,관광소비,19,남양주시
1,방문자유입,42,파주시
2,숙박방문자 비율,39,파주시
3,체류시간,118,파주시
4,목적지 검색량,6,파주시
5,관광소비,23,파주시
1,방문자유입,47,김포시
2,숙박방문자 비율,43,김포시
3,체류시간,112,김포시
4,목적지 검색량,23,김포시
5,관광소비,22,김포시
