업종중분류명,지역명,비율
음식,경기도 파주시,42.8
쇼핑,경기도 파주시,19.6
기타관광,경기도 파주시,14.7
문화관광,경기도 파주시,10.1
레저스포츠,경기도 파주시,5.3
숙박,경기도 파주시,4.7
역사관광,경기도 파주시,1.6
자연관광,경기도 파주시,0.9
체험관광,경기도 파주시,0.3
