성/연령,지역명,비율
20대 남성,경기도 가평군,11.9
50대 남성,경기도 가평군,10.4
40대 남성,경기도 가평군,9.5
30대 남성,경기도 가평군,9.2
50대 여성,경기도 가평군,8.4
60대 남성,경기도 가평군,8.3
20대 여성,경기도 가평군,8.0
30대 여성,경기도 가평군,7.6
40대 여성,경기도 가평군,7.0
60대 여성,경기도 가평군,6.3
10대 남성,경기도 가평군,3.6
10대 여성,경기도 가평군,3.0
70대 이상 남성,경기도 가평군,2.9
70대 이상 여성,경기도 가평군,2.5
10대 미만 여성,경기도 가평군,0.7
10대 미만 남성,경기도 가평군,0.6
