성/연령,지역명,비율
20대 남성,강원특별자치도 인제군,19.7
50대 남성,강원특별자치도 인제군,10.2
30대 남성,강원특별자치도 인제군,9.7
50대 여성,강원특별자치도 인제군,8.5
40대 남성,강원특별자치도 인제군,8.4
60대 남성,강원특별자치도 인제군,7.3
40대 여성,강원특별자치도 인제군,6.3
30대 여성,강원특별자치도 인제군,6.1
20대 여성,강원특별자치도 인제군,6.0
60대 여성,강원특별자치도 인제군,5.4
10대 남성,강원특별자치도 인제군,3.6
10대 여성,강원특별자치도 인제군,2.6
70대 이상 남성,강원특별자치도 인제군,2.4
70대 이상 여성,강원특별자치도 인제군,2.3
10대 미만 남성,강원특별자치도 인제군,0.7
10대 미만 여성,강원특별자치도 인제군,0.6
