거리구분명,방문자수,방문자비율
30km 미만,1288945.0,41.57
30km 이상 70km 미만,1471494.0,47.45
70km 이상 140km 미만 ,163212.0,5.26
140km 이상 190km 미만,50925.0,1.64
190km 이상 240km 미만,24734.0,0.8
240km 이상 ,101616.0,3.28
