업종중분류명,지역명,비율
음식,강원특별자치도 춘천시,43.4
레저스포츠,강원특별자치도 춘천시,15.9
기타관광,강원특별자치도 춘천시,11.5
문화관광,강원특별자치도 춘천시,9.5
숙박,강원특별자치도 춘천시,8.9
자연관광,강원특별자치도 춘천시,6.7
쇼핑,강원특별자치도 춘천시,1.7
역사관광,강원특별자치도 춘천시,1.3
체험관광,강원특별자치도 춘천시,1.1
