업종중분류명,지역명,비율
음식,충청북도 청주시 청원구,42.9
기타관광,충청북도 청주시 청원구,26.0
문화관광,충청북도 청주시 청원구,11.2
숙박,충청북도 청주시 청원구,8.8
레저스포츠,충청북도 청주시 청원구,6.7
역사관광,충청북도 청주시 청원구,2.4
자연관광,충청북도 청주시 청원구,1.1
쇼핑,충청북도 청주시 청원구,1.0
체험관광,충청북도 청주시 청원구,0.0
