순위,분류,관련 키워드,언급건수
1,휴식/힐링,힐링,1224
2,레포츠,캠핑,615
3,휴식/힐링,나들이,614
4,레포츠,빠지,535
5,기타,투어,414
6,레포츠,등산,399
7,기타,데이트코스,147
8,레포츠,산행,119
9,미식,카페투어,112
10,기타,답사,111
11,레포츠,낚시,108
12,휴식/힐링,드라이브코스,106
13,휴식/힐링,피크닉,103
14,기타,도보여행,96
15,휴식/힐링,휴양,92
16,기타,해외여행,77
17,레포츠,게이트볼,71
18,레포츠,차박,64
19,체험,생태체험,60
20,레포츠,레저,59
20,레포츠,카약,59
22,레포츠,수상레저,54
23,레포츠,글램핑,52
24,휴식/힐링,야영,47
25,휴식/힐링,호캉스,44
26,레포츠,감성캠핑,43
27,휴식/힐링,불멍,41
28,레포츠,트레킹,38
29,휴식/힐링,힐링여행,36
29,레포츠,캠핑족,36
31,레포츠,오토캠핑,34
32,휴식/힐링,즐길거리,33
33,미식,맛집탐방,31
34,미식,먹부림,27
35,휴식/힐링,재충전,26
36,휴식/힐링,테라피,22
36,레포츠,프리다이빙,22
38,레포츠,스쿠버,21
39,레포츠,ssi,20
39,레포츠,오픈워터,20
39,레포츠,스킨다이빙,20
42,레포츠,스킨스쿠버,19
42,휴식/힐링,요트투어,19
42,레포츠,스노클링,19
42,레포츠,패들보트,19
42,체험,버스투어,19
47,레포츠,백패킹,18
47,레포츠,오프로드,18
49,레포츠,수상자전거,17
49,레포츠,스노쿨링,17
51,레포츠,스키,16
52,휴식/힐링,북캉스,15
52,휴식/힐링,집콕생활,15
54,휴식/힐링,신혼여행,14
54,레포츠,트래킹,14
54,미식,맛집투어,14
57,레포츠,노지캠핑,13
57,휴식/힐링,가을여행,13
59,체험,공예체험,12
59,휴식/힐링,일광욕,12
59,미식,빵지순례,12
59,레포츠,서핑,12
63,레포츠,레포츠,11
64,기타,유럽여행,10
64,미식,바베큐파티,10
64,미식,먹킷리스트,10
67,레포츠,짚라인,9
68,레포츠,캠프파이어,8
68,미식,고기파티,8
68,기타,부산여행,8
71,레포츠,패러글라이딩,7
71,체험,승마체험,7
71,휴식/힐링,근교여행,7
71,체험,갯벌체험,7
71,기타,제주여행,7
71,체험,템플스테이,7
71,미식,먹방여행,7
78,휴식/힐링,생태관광,6
78,체험,딸기체험,6
80,휴식/힐링,물멍,5
80,레포츠,오프로드라이딩,5
80,휴식/힐링,단풍놀이,5
80,레포츠,수상스키,5
80,기타,세계여행,5
80,기타,소싸움,5
80,기타,추억여행,5
80,체험,오프로드체험,5
88,레포츠,래프팅,4
88,레포츠,캠프닉,4
88,기타,제주도여행,4
88,휴식/힐링,차크닉,4
88,미식,빵투어,4
88,기타,기차여행,4
88,레포츠,바다낚시,4
88,체험,수학여행,4
88,기타,배낭여행,4
88,레포츠,산악자전거,4
88,레포츠,암벽등반,4
88,레포츠,캠핑여행,4
100,레포츠,루어낚시,3
100,체험,동물체험,3
100,체험,숲체험,3
100,체험,동물먹이주기체험,3
100,휴식/힐링,허니문,3
100,레포츠,골프투어,3
100,레포츠,산악오토바이,3
100,기타,테마여행,3
100,체험,물레체험,3
100,휴식/힐링,홈캉스,3
100,기타,자전거여행,3
111,기타,세계일주,2
111,휴식/힐링,드라이브여행,2
111,기타,역사여행,2
111,체험,농사체험,2
111,레포츠,스쿼시,2
111,레포츠,해양레저,2
111,체험,농장체험,2
111,레포츠,스킨스쿠버다이빙,2
111,휴식/힐링,감성여행,2
111,기타,데이트스냅,2
111,기타,일본여행,2
111,레포츠,클라이밍,2
111,기타,오지여행,2
111,레포츠,레저스포츠,2
111,레포츠,카라반캠핑,2
111,체험,도자기체험,2
111,체험,먹이주기체험,2
111,레포츠,배스낚시,2
111,체험,농촌체험,2
111,휴식/힐링,하늘멍,2
111,레포츠,견지낚시,2
111,레포츠,패러세일링,2
111,레포츠,웨이크보드,2
111,체험,시티투어,2
111,체험,전쟁체험,2
111,휴식/힐링,카캉스,2
137,체험,카약체험,1
137,체험,수확체험,1
137,휴식/힐링,숲캉스,1
137,휴식/힐링,시골여행,1
137,휴식/힐링,집캉스,1
137,미식,맥주파티,1
137,레포츠,스노우쿨링,1
137,레포츠,아쿠아로빅,1
137,기타,패키지여행,1
137,레포츠,낚시여행,1
137,체험,악기체험,1
137,체험,향수만들기,1
137,휴식/힐링,산멍,1
137,기타,중국여행,1
137,레포츠,웨이크서핑,1
137,레포츠,캠크닉,1
137,체험,미술체험,1
137,체험,카누체험,1
137,휴식/힐링,모캉스,1
137,휴식/힐링,홈크닉,1
137,레포츠,민물낚시,1
137,레포츠,padi,1
137,체험,쿠킹클래스,1
137,휴식/힐링,우정여행,1
137,기타,자유여행,1
137,기타,걷기여행,1
137,레포츠,제트스키,1
137,체험,목장체험,1
137,휴식/힐링,겨울여행,1
137,휴식/힐링,숲멍,1
137,휴식/힐링,집콕챌린지,1
137,레포츠,수상레져,1
137,레포츠,스포츠카이트,1
137,체험,가죽공예체험,1
137,체험,도예체험,1
137,미식,애프터눈티,1
137,체험,역사체험,1
137,휴식/힐링,홈콕,1
137,레포츠,모토캠핑,1
137,레포츠,행글라이딩,1
137,미식,삼겹살파티,1
137,레포츠,버기카,1
137,레포츠,써핑,1
137,레포츠,제트보트,1
137,레포츠,해양레포츠,1
137,레포츠,수상스포츠,1
137,체험,지게체험,1
137,휴식/힐링,홈캠핑,1
137,레포츠,서바이벌게임,1
137,레포츠,패들보드,1
137,휴식/힐링,몰캉스,1
137,레포츠,스쿠버다이빙,1
137,체험,숙박체험,1
137,체험,치즈체험,1
137,기타,스탬프투어,1
137,기타,야외취침,1
137,레포츠,윈드서핑,1
137,레포츠,하이킹,1
137,체험,놀이체험,1
