업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,294105.0
쇼핑업,레저용품쇼핑,2258.0
쇼핑업,기타관광쇼핑,48230.0
숙박업,기타숙박,4586.0
식음료업,일반외식업,18765.0
식음료업,제과음료업,4698.0
여가서비스업,관광유원시설,140.0
여가서비스업,골프장,15088.0
여가서비스업,기타레저,1057.0
여가서비스업,문화서비스,236.0
운송업,육상운송,5036.0
의료웰니스업,의료관광,2792.0
의료웰니스업,뷰티,1648.0
