업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,51.1,1.9
쇼핑업,기타관광쇼핑,51.1,33.2
쇼핑업,대형쇼핑몰,51.1,65.0
숙박업,호텔,0.7,13.3
숙박업,캠핑장/펜션,0.7,5.9
숙박업,기타숙박,0.7,80.9
식음료업,일반외식업,25.3,81.5
식음료업,제과음료업,25.3,18.5
여가서비스업,관광유원시설,8.6,2.6
여가서비스업,골프장,8.6,80.5
여가서비스업,기타레저,8.6,11.3
여가서비스업,문화서비스,8.6,5.7
여행업,여행업,0.2,100.0
운송업,육상운송,13.1,99.9
운송업,렌터카,13.1,0.1
의료웰니스업,의료관광,0.9,18.8
의료웰니스업,뷰티,0.9,81.2
