순위,분류,관련 키워드,언급건수
1,휴식/힐링,힐링,1316
2,휴식/힐링,나들이,1250
3,레포츠,캠핑,737
4,레포츠,빠지,530
5,기타,투어,402
6,레포츠,등산,285
7,휴식/힐링,피크닉,281
8,레포츠,암벽등반,213
9,레포츠,레저,175
10,기타,데이트코스,172
11,미식,카페투어,141
12,휴식/힐링,휴양,103
13,휴식/힐링,불멍,101
14,레포츠,산행,98
15,레포츠,낚시,95
16,미식,먹부림,89
17,휴식/힐링,드라이브코스,87
18,레포츠,글램핑,82
19,휴식/힐링,즐길거리,81
20,미식,빵지순례,56
21,기타,답사,53
22,미식,맛집투어,52
23,레포츠,차박,50
24,레포츠,카약,49
25,미식,맛집탐방,48
26,기타,해외여행,45
27,레포츠,수상레저,42
28,휴식/힐링,야영,40
29,레포츠,수상자전거,39
30,휴식/힐링,호캉스,38
30,레포츠,오토캠핑,38
30,휴식/힐링,물멍,38
33,레포츠,스키,35
34,레포츠,트레일러닝,31
35,미식,먹킷리스트,30
35,레포츠,노지캠핑,30
37,레포츠,캠크닉,25
38,체험,시티투어,22
39,미식,먹방여행,21
39,레포츠,클라이밍,21
39,레포츠,트레킹,21
42,레포츠,오프로드,18
43,레포츠,바다낚시,17
43,휴식/힐링,일광욕,17
45,레포츠,짚라인,16
46,휴식/힐링,힐링여행,13
46,기타,유럽여행,13
48,체험,숲체험,12
48,휴식/힐링,신혼여행,12
50,레포츠,캠프파이어,11
50,레포츠,백패킹,11
50,레포츠,트래킹,11
50,레포츠,게이트볼,11
54,기타,추억여행,10
54,미식,고기파티,10
54,체험,승마체험,10
54,체험,동물체험,10
54,체험,vr체험,10
54,레포츠,캠핑족,10
54,휴식/힐링,테라피,10
54,휴식/힐링,재충전,10
54,체험,딸기체험,10
63,체험,먹이주기체험,9
63,미식,빵투어,9
63,체험,전통놀이체험,9
63,레포츠,감성캠핑,9
67,미식,바베큐파티,8
67,체험,수학여행,8
67,체험,동물먹이주기체험,8
67,휴식/힐링,노을뷰,8
71,체험,도자기체험,7
71,레포츠,산악자전거,7
71,레포츠,레포츠,7
71,체험,생태체험,7
75,체험,농장체험,6
75,레포츠,하이킹,6
75,체험,놀이체험,6
75,레포츠,서핑,6
79,휴식/힐링,벚꽃여행,5
79,레포츠,배스낚시,5
79,체험,낚시체험,5
82,휴식/힐링,근교여행,4
82,레포츠,패러글라이딩,4
82,휴식/힐링,차크닉,4
82,레포츠,스케이트보드,4
82,체험,공포체험,4
82,기타,부산여행,4
82,기타,일본여행,4
82,기타,제주여행,4
82,미식,애프터눈티,4
82,체험,농촌체험,4
82,기타,걷기여행,4
82,체험,전통의상체험,4
82,휴식/힐링,봄여행,4
82,기타,도보여행,4
82,레포츠,캠프닉,4
82,체험,농사체험,4
98,체험,목공체험,3
98,기타,스탬프투어,3
98,레포츠,수상레져,3
98,레포츠,수상스키,3
98,레포츠,카라반캠핑,3
98,체험,카트체험,3
98,기타,세계여행,3
98,휴식/힐링,하늘멍,3
98,레포츠,웨이크보드,3
98,기타,기차여행,3
98,체험,목장체험,3
98,휴식/힐링,허니문,3
98,체험,공예체험,3
98,레포츠,ssi,3
98,기타,역사여행,3
98,체험,한옥체험,3
98,휴식/힐링,겨울여행,3
115,휴식/힐링,산멍,2
115,휴식/힐링,즉흥여행,2
115,휴식/힐링,우정여행,2
115,체험,동물먹이체험,2
115,휴식/힐링,북캉스,2
115,휴식/힐링,생태관광,2
115,휴식/힐링,숲캉스,2
115,휴식/힐링,시골여행,2
115,체험,갯벌체험,2
115,레포츠,레저스포츠,2
115,체험,곤충체험,2
115,체험,역사체험,2
115,휴식/힐링,집콕생활,2
115,기타,배낭여행,2
115,기타,제주도여행,2
115,체험,쿠킹클래스,2
115,휴식/힐링,단풍놀이,2
115,휴식/힐링,태교여행,2
115,레포츠,제트스키,2
115,기타,패키지여행,2
115,체험,카누체험,2
115,체험,우주체험,2
115,미식,맥주파티,2
115,휴식/힐링,촌캉스,2
115,기타,테마여행,2
115,레포츠,프리다이빙,2
115,체험,한옥스테이,2
142,체험,물레체험,1
142,레포츠,루어낚시,1
142,레포츠,해양레저,1
142,기타,자전거여행,1
142,기타,세계일주,1
142,레포츠,애슬레저,1
142,체험,서바이벌체험,1
142,체험,수확체험,1
142,체험,활쏘기체험,1
142,체험,다도체험,1
142,체험,도예체험,1
142,기타,무전여행,1
142,기타,도시여행,1
142,체험,템플스테이,1
142,레포츠,번지점프,1
142,레포츠,빙벽등반,1
142,레포츠,산악오토바이,1
142,레포츠,오픈워터,1
142,레포츠,발야구,1
142,레포츠,bmx,1
142,레포츠,골프여행,1
142,체험,목공예체험,1
142,휴식/힐링,일몰뷰,1
142,체험,민속놀이체험,1
142,체험,한복체험,1
142,체험,수상레저체험,1
142,기타,동남아여행,1
142,레포츠,스노우보드,1
142,체험,달고나체험,1
142,체험,학생승마체험,1
142,레포츠,스쿠버,1
142,레포츠,스쿠버다이빙,1
142,체험,국궁체험,1
142,레포츠,rving,1
142,레포츠,래프팅,1
142,체험,요리체험,1
142,레포츠,수상스포츠,1
142,레포츠,패들보트,1
142,레포츠,해양레포츠,1
142,휴식/힐링,홈캠핑,1
142,기타,미국여행,1
142,레포츠,스노쿨링,1
142,체험,루지체험,1
142,체험,요트체험,1
142,휴식/힐링,숲멍,1
142,휴식/힐링,온천여행,1
142,기타,중국여행,1
142,체험,고택체험,1
