순위,분류,관련 키워드,언급건수
1,휴식/힐링,힐링,1305
2,레포츠,빠지,1093
3,휴식/힐링,나들이,1055
4,레포츠,캠핑,580
5,기타,투어,578
6,레포츠,등산,431
7,기타,데이트코스,187
8,레포츠,낚시,169
9,레포츠,서핑,148
10,휴식/힐링,피크닉,118
11,레포츠,글램핑,117
12,레포츠,산행,114
13,기타,해외여행,111
14,미식,카페투어,106
15,레포츠,레저,87
16,기타,답사,82
17,휴식/힐링,드라이브코스,77
18,휴식/힐링,휴양,71
19,휴식/힐링,즐길거리,69
20,체험,생태체험,62
21,휴식/힐링,불멍,53
21,레포츠,차박,53
23,레포츠,카약,52
23,레포츠,스키,52
23,체험,사격체험,52
26,레포츠,트레킹,50
27,레포츠,수상레저,49
28,미식,먹부림,46
29,체험,숲체험,42
30,휴식/힐링,호캉스,41
31,미식,맛집탐방,36
32,레포츠,스쿠버,33
33,레포츠,스노쿨링,31
34,레포츠,오토캠핑,29
34,레포츠,스노클링,29
36,레포츠,프리다이빙,28
36,체험,놀이체험,28
36,미식,맛집투어,28
36,레포츠,ssi,28
36,레포츠,스킨스쿠버,28
41,레포츠,스킨다이빙,27
41,레포츠,수상자전거,27
41,레포츠,오픈워터,27
44,체험,국궁체험,26
45,휴식/힐링,집콕생활,25
45,체험,텃밭체험,25
45,레포츠,트래킹,25
48,휴식/힐링,야영,23
49,레포츠,클라이밍,22
50,기타,제주여행,21
51,레포츠,오프로드,20
52,체험,딸기체험,19
52,휴식/힐링,생태관광,19
54,레포츠,백패킹,17
55,레포츠,감성캠핑,16
55,휴식/힐링,힐링여행,16
57,미식,바베큐파티,15
57,휴식/힐링,재충전,15
57,휴식/힐링,테라피,15
60,휴식/힐링,근교여행,14
60,레포츠,짚라인,14
60,미식,빵지순례,14
60,체험,농촌체험,14
64,휴식/힐링,신혼여행,13
64,레포츠,캠핑족,13
66,기타,세계여행,12
67,레포츠,레포츠,11
67,휴식/힐링,북캉스,11
67,체험,승마체험,11
67,휴식/힐링,일광욕,11
71,기타,추억여행,10
71,레포츠,캠프파이어,10
73,기타,배낭여행,9
73,기타,도보여행,9
73,체험,오프로드체험,9
73,레포츠,오프로드라이딩,9
77,레포츠,padi,8
77,체험,갯벌체험,8
77,레포츠,수상스키,8
77,체험,도자기체험,8
77,레포츠,노지캠핑,8
82,레포츠,패러글라이딩,7
82,레포츠,하이킹,7
82,기타,일본여행,7
82,휴식/힐링,태교여행,7
82,체험,동물체험,7
82,레포츠,카라반캠핑,7
82,레포츠,번지점프,7
82,체험,목공체험,7
82,기타,유럽여행,7
91,레포츠,트레일러닝,6
91,레포츠,바다낚시,6
91,미식,먹킷리스트,6
91,체험,수확체험,6
91,기타,역사여행,6
91,기타,걷기여행,6
91,기타,자유여행,6
91,레포츠,산악오토바이,6
91,레포츠,암벽등반,6
100,레포츠,게이트볼,5
100,기타,부산여행,5
100,미식,고기파티,5
100,미식,빵투어,5
100,체험,쿠킹클래스,5
100,휴식/힐링,단풍놀이,5
100,레포츠,스카이다이빙,5
100,기타,기차여행,5
100,미식,식도락여행,5
109,레포츠,웨이크보드,4
109,기타,자전거여행,4
109,레포츠,골프투어,4
109,레포츠,해양레저,4
109,휴식/힐링,우정여행,4
109,레포츠,바나나보트,4
115,체험,농장체험,3
115,휴식/힐링,낭만여행,3
115,체험,시티투어,3
115,체험,vr체험,3
115,기타,제주도여행,3
115,레포츠,bmx,3
115,레포츠,골프여행,3
115,레포츠,민물낚시,3
115,체험,동물먹이주기체험,3
115,기타,동남아여행,3
115,레포츠,레저스포츠,3
115,레포츠,캠프닉,3
115,체험,족욕체험,3
115,기타,중국여행,3
129,체험,말먹이주기체험,2
129,체험,물레체험,2
129,레포츠,스쿠버다이빙,2
129,레포츠,수상레져,2
129,체험,전통놀이체험,2
