기준연월,동반유형명,언급건수
202109,기타가족,11210
202109,부모님,4909
202109,자녀,4780
202109,친구,4316
202109,회사동료,3991
202109,배우자,2598
202109,싱글,1875
202109,연인,1693
202109,학생,905
