순위,분류,관련 키워드,언급건수
1,기타가족,가족,3785
2,친구,친구,2316
3,회사동료,직원,1816
4,기타가족,엄마,1482
5,기타가족,가정,1268
6,부모님,부모,1246
7,싱글,혼자,1208
8,회사동료,대리,1013
9,배우자,남편,936
10,친구,친구들,924
11,자녀,학생,882
12,부모님,부모님,839
13,자녀,자녀,792
14,친구,지인,749
15,부모님,아빠,742
16,자녀,아들,722
17,기타가족,언니,536
18,자녀,청소년,522
19,연인,연인,496
20,연인,커플,486
21,기타가족,오빠,472
22,기타가족,동생,471
23,배우자,부인,433
24,자녀,애들,388
25,부모님,할머니,359
26,기타가족,장모,331
27,회사동료,직원들,317
28,배우자,신랑,310
29,부모님,어머니,301
30,기타가족,이모,289
31,회사동료,동료,281
32,배우자,아내,266
33,부모님,아버지,265
34,연인,남자친구,255
34,기타가족,동서,255
36,회사동료,부장,244
37,싱글,혼자서,238
38,자녀,딸,222
39,자녀,자식,216
39,싱글,홀로,216
41,학생,대학생,197
41,자녀,장남,197
43,부모님,할아버지,193
44,회사동료,임원,189
45,기타가족,누나,179
46,학생,초등학생,176
47,자녀,미성년자,171
48,친구,프렌,165
49,기타가족,조카,150
50,기타가족,형제,140
51,배우자,남편이랑,130
52,배우자,와이프,128
53,기타가족,장인,126
54,연인,남친,125
55,기타가족,막내,120
55,부모님,어머님,120
57,싱글,싱글,118
57,학생,고등학생,118
59,배우자,배우자,117
60,연인,여자친구,115
60,기타가족,식구,115
60,기타가족,차남,115
63,기타가족,패밀리,112
64,기타가족,효자,110
65,부모님,엄마아빠,102
66,기타가족,친척,101
67,부모님,엄빠,94
68,학생,중학생,85
69,기타가족,사위,78
70,배우자,신부,77
71,기타가족,형,74
71,기타가족,시댁,74
73,부모님,아버님,72
74,학생,초딩,69
75,기타가족,사촌,68
76,연인,애인,67
77,친구,칭구,64
78,회사동료,사원,61
79,기타가족,형님,59
80,자녀,아드님,56
81,기타가족,자매,54
81,기타가족,고모,54
83,기타가족,손자,52
83,싱글,나홀로,52
85,학생,고3,50
86,자녀,우리아이,48
86,기타가족,온가족,48
88,부모님,아부지,46
89,부모님,시부,43
89,연인,남친이,43
89,친구,절친,43
89,기타가족,이모님,43
93,부모님,아비,41
94,자녀,딸래미,40
94,자녀,딸아이,40
96,부모님,친정엄마,39
97,부모님,외할머니,38
98,자녀,따님,36
99,학생,고딩,35
99,기타가족,며느리,35
99,부모님,울엄마,35
102,기타가족,태아,33
102,회사동료,차장,33
102,연인,여친,33
105,기타가족,남매,32
105,싱글,나혼자,32
105,기타가족,삼촌,32
108,부모님,시부모,31
109,부모님,모녀,28
109,부모님,시부모님,28
109,학생,중2,28
112,자녀,딸내미,26
113,기타가족,남동생,25
113,배우자,집사람,25
113,학생,고2,25
113,자녀,딸램,25
113,학생,중1,25
113,기타가족,손녀,25
119,기타가족,사촌동생,24
120,학생,중3,23
120,기타가족,손주,23
120,부모님,시모,23
123,배우자,남편님,22
123,배우자,서방,22
123,기타가족,친지,22
123,친구,동창,22
127,자녀,워킹맘,21
127,부모님,어무니,21
127,기타가족,여동생,21
127,자녀,우리아들,21
127,부모님,장모님,21
132,자녀,우리애,20
132,부모님,증조부,20
132,자녀,우리딸,20
132,부모님,시어머니,20
136,자녀,큰아들,19
136,학생,초3,19
138,기타가족,형부,18
139,자녀,우리아이들,17
139,부모님,조부모,17
139,배우자,남표니,17
139,기타가족,외삼촌,17
139,배우자,남펴니,17
139,회사동료,여직원,17
139,학생,중딩,17
139,자녀,큰애,17
147,자녀,큰딸,16
147,자녀,울애,16
147,자녀,아들래미,16
147,자녀,외동,16
151,기타가족,막둥이,15
151,연인,남치니,15
153,자녀,저희딸,14
153,부모님,할매,14
153,자녀,울아들,14
156,연인,예랑,13
156,자녀,맏아들,13
156,부모님,외할아버지,13
159,친구,베프,12
159,자녀,큰아이,12
159,배우자,남푠,12
159,기타가족,숙부,12
159,부모님,시어머님,12
164,자녀,울애기,11
164,회사동료,직장동료,11
166,연인,남친몬,10
166,배우자,안사람,10
166,학생,고삼,10
166,부모님,친정어머니,10
166,부모님,할머님,10
166,연인,예비신부,10
166,자녀,아들램,10
166,기타가족,사돈,10
174,자녀,외동딸,9
174,자녀,장녀,9
174,배우자,예랑이,9
174,기타가족,새언니,9
174,연인,약혼자,9
174,배우자,마누라,9
174,배우자,마눌,9
174,친구,룸메,9
182,기타가족,울언니,8
182,기타가족,혈육,8
182,배우자,마눌님,8
182,학생,초4,8
182,기타가족,처제,8
187,부모님,엄니,7
187,자녀,둘째아이,7
187,기타가족,시누,7
187,싱글,독신,7
187,자녀,아들내미,7
187,기타가족,가족모두,7
187,학생,초1,7
194,배우자,예신,6
194,기타가족,효녀,6
194,배우자,애엄마,6
194,자녀,첫째아이,6
194,기타가족,장손,6
194,자녀,우리애들,6
194,배우자,와이프님,6
194,자녀,맏딸,6
194,자녀,아들딸,6
203,자녀,울딸,5
203,부모님,할아버님,5
203,자녀,울애들,5
203,학생,초6,5
203,부모님,시아버님,5
203,기타가족,이모님들,5
203,자녀,둥이들,5
203,자녀,저희애,5
203,연인,여친님,5
203,부모님,할무니,5
203,자녀,둘째아들,5
203,기타가족,숙모,5
215,부모님,친정아버지,4
215,학생,초2,4
215,기타가족,손자들,4
215,기타가족,맏며느리,4
215,부모님,친정아빠,4
215,자녀,저희아이,4
215,회사동료,회사동료,4
215,부모님,할배,4
215,부모님,할아부지,4
215,자녀,둘째딸,4
215,기타가족,외손자,4
215,자녀,저희아들,4
215,부모님,시엄마,4
215,부모님,장인어른,4
215,회사동료,회사사람,4
230,자녀,저희애들,3
230,기타가족,친정식구,3
230,부모님,친정아부지,3
230,연인,예비신랑,3
230,자녀,젖먹이,3
230,배우자,주말부부,3
230,부모님,시엄니,3
230,연인,남친님,3
