기준연월,목적지 유형,목적지 검색량
202107,전체,537325
202107,숙박,23321
202107,음식,216863
202107,기타관광,80597
202107,쇼핑,85452
202107,자연관광,9534
202107,문화관광,55804
202107,역사관광,9705
202107,체험관광,1157
202107,레저스포츠,54892
