유형 중분류명,유형 소분류명,중분류 검색건 수(비율),소분류 검색건 수(비율)
기타관광,교통시설,15.0,36.5
기타관광,기타관광,15.0,63.5
레저스포츠,기타레저스포츠,10.2,6.2
레저스포츠,수상레저스포츠,10.2,5.5
레저스포츠,육상레저스포츠,10.2,88.3
문화관광,기타문화관광지,10.4,2.3
문화관광,도시/지역문화관광,10.4,0.0
문화관광,도시공원,10.4,35.6
문화관광,랜드마크관광,10.4,5.3
문화관광,복합관광시설,10.4,5.6
문화관광,테마공원,10.4,14.6
문화관광,레저스포츠시설,10.4,2.6
문화관광,공연시설,10.4,27.2
문화관광,전시시설,10.4,6.7
쇼핑,쇼핑몰,15.9,93.8
쇼핑,시장,15.9,4.2
쇼핑,기타쇼핑시설,15.9,2.0
숙박,기타숙박,4.3,0.0
숙박,모텔,4.3,32.2
숙박,펜션/민박,4.3,12.2
숙박,호스텔,4.3,3.2
숙박,호텔,4.3,25.5
숙박,캠핑,4.3,26.9
역사관광,역사유물,1.8,4.5
역사관광,역사유적지,1.8,31.4
역사관광,종교성지,1.8,64.1
음식,간이음식,40.4,11.5
음식,외국식,40.4,6.1
음식,음식점기타,40.4,0.6
음식,전문음식,40.4,17.1
음식,한식,40.4,34.3
음식,카페/찻집,40.4,30.4
자연관광,자연경관(하천/해양),1.8,19.8
자연관광,자연경관(산),1.8,62.5
자연관광,자연공원,1.8,17.7
체험관광,농/산/어촌체험,0.2,79.0
체험관광,웰니스관광,0.2,18.4
체험관광,공예체험,0.2,2.6
