업종중분류명,업체명,방문자수,순위
쇼핑,롯데프리미엄아울렛/파주점,210.0,1
쇼핑,신세계프리미엄아울렛/파주점,130.0,2
쇼핑,이마트/파주운정점,73.0,3
쇼핑,홈플러스/파주운정점,34.0,4
쇼핑,이마트/파주점,12.0,5
쇼핑,운정가구타운,10.0,6
쇼핑,홈플러스/파주문산점,4.0,7
쇼핑,문산자유시장,2.0,8
쇼핑,파주파비뇽아울렛,1.0,9
쇼핑,광탄시장,1.0,10
음식,더티트렁크,30.0,1
음식,라플란드,9.0,2
음식,스타벅스/파주야당역점,9.0,3
음식,레드브릿지,8.0,4
음식,버거킹/파주야당역점,7.0,5
음식,청산어죽,7.0,6
음식,스타벅스/파주운정점,7.0,7
음식,푸라닭/파주야당역점,6.0,8
음식,취선향/본점 [중식],6.0,9
음식,심학산도토리국수/본점,5.0,10
문화관광,운정호수공원,45.0,1
문화관광,평화누리,16.0,2
문화관광,퍼스트가든,9.0,3
문화관광,자유로자동차극장,9.0,4
문화관광,메가박스/파주출판도시,5.0,5
문화관광,오두산통일전망대,3.0,6
문화관광,운정건강공원,3.0,7
문화관광,메가박스/파주운정,3.0,8
문화관광,퍼스트가든자동차극장,3.0,9
문화관광,CGV/파주문산,2.0,10
