성/연령,지역명,비율
50대 남성,충청남도 아산시,12.6
30대 남성,충청남도 아산시,12.6
40대 남성,충청남도 아산시,12.4
20대 남성,충청남도 아산시,10.3
50대 여성,충청남도 아산시,8.7
40대 여성,충청남도 아산시,7.8
30대 여성,충청남도 아산시,7.4
20대 여성,충청남도 아산시,7.1
60대 남성,충청남도 아산시,6.2
60대 여성,충청남도 아산시,4.3
10대 남성,충청남도 아산시,2.9
10대 여성,충청남도 아산시,2.9
70대 이상 남성,충청남도 아산시,2.1
70대 이상 여성,충청남도 아산시,1.7
10대 미만 여성,충청남도 아산시,0.6
10대 미만 남성,충청남도 아산시,0.5
