업종중분류명,지역명,비율
음식,대구광역시 북구,37.6
쇼핑,대구광역시 북구,36.8
문화관광,대구광역시 북구,10.9
기타관광,대구광역시 북구,8.1
숙박,대구광역시 북구,2.8
자연관광,대구광역시 북구,2.5
레저스포츠,대구광역시 북구,0.9
역사관광,대구광역시 북구,0.2
체험관광,대구광역시 북구,0.2
