업종중분류명,지역명,비율
음식,경상남도 김해시,43.4
쇼핑,경상남도 김해시,24.8
문화관광,경상남도 김해시,8.9
레저스포츠,경상남도 김해시,7.5
숙박,경상남도 김해시,5.0
기타관광,경상남도 김해시,4.8
역사관광,경상남도 김해시,3.6
자연관광,경상남도 김해시,1.8
체험관광,경상남도 김해시,0.4
