업종중분류명,업체명,방문자수,순위
음식,뮌스터담,39.0,1
음식,말똥도넛,32.0,2
음식,스타벅스/파주야당DT점,28.0,3
음식,더티트렁크,22.0,4
음식,곤트란쉐리에/파주점,16.0,5
음식,청산어죽,13.0,6
음식,앤드테라스/파주점,12.0,7
음식,스타벅스/파주야당역점,12.0,8
음식,지씨에피세리,11.0,9
음식,소플러스/운정점,10.0,10
쇼핑,롯데프리미엄아울렛/파주점,358.0,1
쇼핑,신세계프리미엄아울렛/파주점,338.0,2
쇼핑,이마트/파주운정점,100.0,3
쇼핑,홈플러스/파주운정점,68.0,4
쇼핑,이마트/파주점,19.0,5
쇼핑,운정가구타운,18.0,6
쇼핑,홈플러스/파주문산점,5.0,7
쇼핑,금촌전통시장,5.0,8
쇼핑,신세계팩토리스토어/파주점,4.0,9
쇼핑,문산자유시장,2.0,10
문화관광,운정호수공원,56.0,1
문화관광,평화누리,20.0,2
문화관광,콰트로박스,15.0,3
문화관광,CGV/파주야당,14.0,4
문화관광,퍼스트가든,12.0,5
문화관광,운정건강공원,10.0,6
문화관광,메가박스/파주출판도시,8.0,7
문화관광,오두산통일전망대,8.0,8
문화관광,롯데시네마/파주운정,7.0,9
문화관광,에이스볼파크야구장,7.0,10
