업종중분류명,업체명,방문자수,순위
음식,본구이/일산점,40.0,1
음식,일산칼국수/본점,23.0,2
음식,우리동네가든,16.0,3
음식,포레스트아웃팅스/일산,16.0,4
음식,가나안덕/일산본점,16.0,5
음식,설문커피,15.0,6
음식,백제원/일산점,14.0,7
음식,샛터농원,13.0,8
음식,여자만숯불장어구이,13.0,9
음식,맥도날드/중산DT점,12.0,10
쇼핑,라페스타,138.0,1
쇼핑,코스트코홀세일/일산점,114.0,2
쇼핑,벨라시타,50.0,3
쇼핑,이마트/풍산점,47.0,4
쇼핑,롯데백화점/일산점,46.0,5
쇼핑,뉴코아아울렛/일산점,43.0,6
쇼핑,홈플러스/일산점,24.0,7
쇼핑,롯데아울렛/고양터미널점,22.0,8
쇼핑,이마트/일산점,17.0,9
쇼핑,홈플러스/고양터미널점,15.0,10
문화관광,일산호수공원,209.0,1
문화관광,CGV/일산,13.0,2
문화관광,고양장항야구장,10.0,3
문화관광,고양꽃전시관,5.0,4
문화관광,고양아람누리,5.0,5
문화관광,증권박물관,3.0,6
문화관광,중산체육공원,3.0,7
문화관광,일산풋볼파크,3.0,8
문화관광,롯데시네마/라페스타,3.0,9
문화관광,일산호수공원/반려동물놀이터,2.0,10
