기준연월,동반유형명,언급건수
202201,기타가족,9538
202201,부모님,4224
202201,친구,4199
202201,회사동료,3553
202201,자녀,3050
202201,배우자,2242
202201,싱글,1577
202201,연인,1479
202201,학생,791
