순위,분류,관련 키워드,언급건수
1,휴식/힐링,힐링,871
2,휴식/힐링,나들이,637
3,레포츠,캠핑,577
4,레포츠,빠지,470
5,기타,투어,243
6,레포츠,등산,236
7,기타,데이트코스,201
8,미식,카페투어,136
9,레포츠,스키,124
10,휴식/힐링,불멍,120
11,레포츠,낚시,115
12,휴식/힐링,휴양,106
13,레포츠,글램핑,90
14,휴식/힐링,호캉스,89
15,레포츠,산행,88
16,기타,해외여행,87
17,레포츠,차박,71
18,휴식/힐링,즐길거리,69
19,미식,빵지순례,65
20,미식,먹부림,63
21,미식,먹킷리스트,60
22,휴식/힐링,피크닉,54
23,레포츠,카약,52
24,미식,맛집탐방,45
25,레포츠,트레일러닝,42
26,휴식/힐링,드라이브코스,41
26,레포츠,레저,41
28,미식,맛집투어,39
29,레포츠,서핑,37
30,휴식/힐링,겨울여행,34
31,기타,답사,33
32,레포츠,프리다이빙,28
32,레포츠,ssi,28
34,레포츠,오토캠핑,20
35,휴식/힐링,물멍,19
36,레포츠,클라이밍,18
36,레포츠,오프로드,18
38,체험,딸기체험,16
39,휴식/힐링,야영,15
40,레포츠,백패킹,14
40,미식,먹방여행,14
42,레포츠,래프팅,13
42,휴식/힐링,테라피,13
42,레포츠,짚라인,13
45,레포츠,트래킹,12
45,레포츠,수상레저,12
45,휴식/힐링,신혼여행,12
45,레포츠,트레킹,12
45,체험,동물체험,12
45,기타,추억여행,12
51,휴식/힐링,재충전,11
52,체험,수학여행,10
53,레포츠,골프투어,9
53,레포츠,노지캠핑,9
53,레포츠,캠핑족,9
53,레포츠,감성캠핑,9
53,체험,학생승마체험,9
53,기타,부산여행,9
53,기타,일본여행,9
60,기타,기차여행,8
60,레포츠,캠프파이어,8
62,기타,도보여행,7
62,기타,세계여행,7
62,체험,물레체험,7
65,휴식/힐링,일광욕,6
65,체험,도자기체험,6
65,체험,먹이주기체험,6
65,체험,승마체험,6
65,휴식/힐링,힐링여행,6
65,체험,vr체험,6
65,체험,동물먹이주기체험,6
65,체험,쿠킹클래스,6
65,레포츠,수상자전거,6
74,기타,유럽여행,5
74,기타,미국여행,5
74,휴식/힐링,온천여행,5
74,기타,제주여행,5
74,체험,템플스테이,5
74,미식,바베큐파티,5
74,휴식/힐링,노을뷰,5
74,기타,제주도여행,5
74,체험,낚시체험,5
74,체험,한옥스테이,5
74,레포츠,암벽등반,5
74,레포츠,하이킹,5
74,체험,놀이체험,5
87,레포츠,게이트볼,4
87,레포츠,카라반캠핑,4
87,레포츠,루어낚시,4
87,휴식/힐링,근교여행,4
87,휴식/힐링,북캉스,4
87,레포츠,민물낚시,4
87,미식,고기파티,4
87,미식,빵투어,4
87,체험,전통놀이체험,4
87,레포츠,스노우보드,4
87,레포츠,바다낚시,4
98,레포츠,스쿼시,3
98,기타,자전거여행,3
98,레포츠,글라이더,3
98,휴식/힐링,차크닉,3
98,체험,동물먹이체험,3
98,체험,수확체험,3
98,휴식/힐링,생태관광,3
98,휴식/힐링,허니문,3
98,휴식/힐링,감성여행,3
98,휴식/힐링,단풍놀이,3
98,휴식/힐링,태교여행,3
98,체험,달고나체험,3
98,체험,숲체험,3
98,휴식/힐링,바다멍,3
98,체험,딸기수확체험,3
98,체험,농촌체험,3
98,휴식/힐링,홈캠핑,3
115,레포츠,스케이트보드,2
115,레포츠,스키여행,2
115,미식,애프터눈티,2
115,레포츠,패러글라이딩,2
115,체험,농장체험,2
115,휴식/힐링,즉흥여행,2
115,체험,비행시뮬레이션,2
115,체험,어린이승마체험,2
115,레포츠,스쿠버,2
115,레포츠,골프여행,2
115,레포츠,레포츠,2
115,레포츠,낚시여행,2
115,체험,생태체험,2
115,기타,소싸움,2
115,레포츠,산악자전거,2
115,기타,테마여행,2
115,레포츠,수상스포츠,2
115,체험,시티투어,2
115,체험,공방체험,2
134,레포츠,스카이다이빙,1
134,체험,루지체험,1
134,체험,요트체험,1
134,체험,한옥체험,1
134,휴식/힐링,낭만여행,1
134,레포츠,레저스포츠,1
134,체험,농사체험,1
134,휴식/힐링,집콕생활,1
134,체험,조향체험,1
134,기타,세계일주,1
134,레포츠,애슬레저,1
134,체험,텃밭체험,1
134,체험,활쏘기체험,1
134,휴식/힐링,드라이브여행,1
134,기타,역사여행,1
134,레포츠,캠프닉,1
134,체험,야경투어,1
134,체험,우유주기체험,1
134,체험,원예체험,1
134,휴식/힐링,워케이션,1
134,휴식/힐링,촌캉스,1
134,기타,걷기여행,1
134,기타,자유여행,1
134,체험,목장체험,1
134,체험,물놀이체험,1
134,체험,민속놀이체험,1
134,체험,목공체험,1
134,레포츠,스쿠버다이빙,1
134,레포츠,캠핑여행,1
134,체험,국궁체험,1
134,체험,치즈체험,1
134,레포츠,스노클링,1
134,체험,어촌체험,1
134,휴식/힐링,요트투어,1
134,휴식/힐링,우정여행,1
134,기타,동남아여행,1
134,체험,향수만들기,1
134,레포츠,캠크닉,1
134,휴식/힐링,모캉스,1
134,레포츠,번지점프,1
134,레포츠,빙벽등반,1
134,레포츠,산악오토바이,1
134,미식,식도락여행,1
134,체험,버스투어,1
134,레포츠,제트보트,1
134,체험,클라이밍체험,1
134,기타,스탬프투어,1
134,기타,졸업여행,1
134,체험,공포체험,1
134,휴식/힐링,석양뷰,1
134,기타,자전거투어,1
134,휴식/힐링,파도멍,1
