순위,분류,관련 키워드,언급건수
1,기타가족,가족,2659
2,회사동료,직원,2617
3,친구,친구,2192
4,기타가족,엄마,1412
5,싱글,혼자,1085
6,친구,친구들,993
7,기타가족,이모,879
8,부모님,부모,851
9,자녀,학생,837
10,배우자,남편,779
11,부모님,아버지,778
12,기타가족,가정,731
13,부모님,부모님,611
14,부모님,아빠,578
15,친구,지인,574
16,자녀,아들,516
17,기타가족,언니,511
18,배우자,아내,470
19,기타가족,오빠,455
20,연인,커플,437
21,자녀,애들,406
22,기타가족,동생,395
23,연인,연인,391
24,기타가족,여동생,368
25,연인,남자친구,295
26,친구,프렌,282
27,부모님,할머니,258
28,배우자,부인,250
29,자녀,청소년,247
30,배우자,신랑,245
30,부모님,어머니,245
32,싱글,혼자서,225
33,회사동료,대리,221
34,학생,대학생,209
34,회사동료,직원들,209
36,자녀,자녀,181
36,기타가족,동서,181
38,학생,초등학생,163
39,회사동료,부장,144
40,기타가족,장모,140
40,자녀,딸,140
42,배우자,남편이랑,136
43,기타가족,장인,130
44,부모님,할아버지,128
45,회사동료,동료,127
46,회사동료,임원,125
47,기타가족,형제,116
48,연인,남친,112
49,기타가족,조카,111
50,싱글,홀로,110
51,기타가족,누나,107
51,기타가족,처제,107
53,기타가족,막내,95
54,기타가족,식구,94
55,부모님,엄마아빠,86
55,자녀,자식,86
57,배우자,와이프,84
57,학생,중학생,84
59,부모님,어머님,83
59,학생,초딩,83
61,기타가족,형,81
61,친구,칭구,81
63,부모님,엄빠,79
64,연인,여자친구,78
65,기타가족,패밀리,77
66,학생,고등학생,73
67,배우자,배우자,66
67,싱글,싱글,66
67,기타가족,친척,66
70,부모님,아버님,64
71,배우자,신부,59
71,학생,고3,59
73,기타가족,사촌,53
73,회사동료,사원,53
73,부모님,아부지,53
76,기타가족,온가족,52
77,싱글,나혼자,49
77,자녀,딸아이,49
79,기타가족,남매,46
80,연인,남친이,45
80,기타가족,자매,45
82,기타가족,이모님,42
83,부모님,시부,41
83,자녀,아드님,41
85,기타가족,손자,39
86,기타가족,형님,38
86,기타가족,차남,38
