유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,간이음식,50.0,10.1
음식,외국식,50.0,8.7
음식,음식점기타,50.0,0.3
음식,전문음식,50.0,18.1
음식,카페/찻집,50.0,29.4
음식,한식,50.0,33.4
쇼핑,시장,18.9,2.3
쇼핑,쇼핑몰,18.9,95.5
쇼핑,기타쇼핑시설,18.9,2.1
기타관광,기타관광,9.9,100.0
문화관광,테마공원,9.3,4.8
문화관광,전시시설,9.3,7.9
문화관광,복합관광시설,9.3,7.5
문화관광,레저스포츠시설,9.3,3.4
문화관광,랜드마크관광,9.3,3.1
문화관광,도시공원,9.3,41.1
문화관광,기타문화관광지,9.3,5.2
문화관광,공연시설,9.3,27.0
레저스포츠,육상레저스포츠,5.2,94.7
레저스포츠,수상레저스포츠,5.2,3.7
레저스포츠,기타레저스포츠,5.2,1.6
숙박,캠핑,3.4,36.3
숙박,호텔,3.4,38.3
숙박,콘도미니엄,3.4,0.6
숙박,모텔,3.4,24.2
숙박,기타숙박,3.4,0.6
역사관광,종교성지,1.7,58.0
역사관광,역사유적지,1.7,41.9
역사관광,역사유물,1.7,0.2
자연관광,자연경관(산),1.1,49.1
자연관광,자연경관(하천/해양),1.1,7.6
자연관광,자연공원,1.1,43.3
체험관광,농/산/어촌체험,0.4,93.5
체험관광,웰니스관광,0.4,6.5
