업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,550185.0
쇼핑업,레저용품쇼핑,4520.0
쇼핑업,기타관광쇼핑,248398.0
숙박업,호텔,7625.0
숙박업,기타숙박,12423.0
식음료업,일반외식업,98000.0
식음료업,제과음료업,29064.0
여가서비스업,관광유원시설,1121.0
여가서비스업,골프장,43599.0
여가서비스업,기타레저,14876.0
여가서비스업,문화서비스,1778.0
운송업,육상운송,32639.0
의료웰니스업,의료관광,16872.0
의료웰니스업,뷰티,6529.0
