순위,분류,관련 키워드,언급건수
1,기타가족,가족,5003
2,친구,친구,3333
3,회사동료,직원,2561
4,기타가족,엄마,1992
5,싱글,혼자,1553
6,친구,친구들,1491
7,부모님,부모,1467
8,배우자,남편,1293
9,자녀,학생,1228
10,자녀,청소년,1140
11,회사동료,대리,1076
12,부모님,부모님,1056
13,부모님,아빠,1001
14,기타가족,가정,935
15,친구,지인,848
16,기타가족,동생,802
17,연인,연인,796
18,자녀,아들,751
19,기타가족,언니,750
20,회사동료,동료,690
21,기타가족,오빠,666
22,연인,커플,597
23,회사동료,차장,591
24,회사동료,직원들,587
25,자녀,애들,572
26,자녀,자녀,558
27,부모님,할머니,488
28,기타가족,동서,486
29,부모님,아버지,443
30,부모님,어머니,393
30,자녀,딸,393
32,배우자,신랑,378
33,기타가족,이모,363
34,자녀,미성년자,338
35,학생,대학생,330
36,연인,남자친구,328
37,기타가족,장인,322
38,배우자,아내,314
39,학생,초등학생,306
40,싱글,혼자서,305
41,친구,프렌,304
42,싱글,홀로,257
43,기타가족,친척,249
44,부모님,할아버지,245
45,기타가족,막내,244
46,배우자,남편이랑,220
47,부모님,어머님,204
48,자녀,장남,202
48,싱글,싱글,202
50,자녀,자식,194
51,기타가족,조카,192
52,연인,여자친구,190
53,부모님,엄빠,183
53,연인,남친,183
55,기타가족,식구,174
56,배우자,부인,172
57,기타가족,누나,171
58,회사동료,임원,166
59,기타가족,형제,157
60,학생,고등학생,155
61,회사동료,부장,154
61,기타가족,형,154
63,기타가족,자매,149
64,부모님,엄마아빠,147
65,자녀,외동,141
66,배우자,와이프,124
67,친구,칭구,121
68,학생,초딩,120
69,기타가족,사촌,117
70,기타가족,패밀리,110
71,부모님,아버님,109
71,배우자,신부,109
73,배우자,서방,108
74,기타가족,시댁,107
75,학생,중학생,103
76,배우자,배우자,97
77,기타가족,온가족,96
78,기타가족,손자,92
79,연인,남친이,87
80,친구,동창,86
80,기타가족,효자,86
82,부모님,시부,82
83,기타가족,삼촌,81
84,기타가족,며느리,74
85,기타가족,형님,71
86,부모님,아부지,70
87,기타가족,남동생,68
88,연인,여친,66
88,부모님,외할머니,66
90,싱글,나홀로,65
91,기타가족,여동생,62
92,기타가족,남매,60
93,회사동료,사원,59
93,기타가족,고모,59
95,기타가족,친지,57
96,기타가족,이모님,56
97,자녀,따님,52
98,친구,룸메,51
99,기타가족,장모,50
99,부모님,시부모,50
99,자녀,딸래미,50
99,자녀,아드님,50
103,학생,고딩,49
104,연인,애인,48
104,부모님,모녀,48
106,부모님,시부모님,47
107,기타가족,형부,46
108,학생,고3,45
108,부모님,아비,45
110,싱글,나혼자,44
110,자녀,우리아이,44
112,친구,룸메이트,43
112,기타가족,막둥이,43
114,학생,중1,42
115,기타가족,사위,41
116,기타가족,손녀,40
116,친구,절친,40
118,자녀,딸램,38
118,기타가족,사촌동생,38
120,학생,고삼,37
120,기타가족,손주,37
120,자녀,울애,37
120,부모님,친정엄마,37
124,부모님,할무니,36
125,자녀,딸내미,32
125,자녀,울애기,32
127,자녀,큰아이,31
127,자녀,우리딸,31
129,학생,중3,30
129,부모님,시어머니,30
129,부모님,울엄마,30
132,부모님,어무니,29
132,자녀,딸아이,29
134,학생,중2,27
134,부모님,조부모,27
134,자녀,장녀,27
137,부모님,장모님,26
137,자녀,우리애,26
139,부모님,할매,25
139,학생,중딩,25
141,연인,예랑,23
142,자녀,우리아들,22
142,자녀,큰딸,22
142,회사동료,직장동료,22
142,기타가족,차남,22
146,부모님,외할아버지,21
147,학생,고2,20
147,자녀,우리아이들,20
147,자녀,워킹맘,20
150,자녀,큰아들,19
150,기타가족,태아,19
152,부모님,할머님,17
152,배우자,남편님,17
152,배우자,남펴니,17
155,부모님,장인어른,16
156,배우자,마눌,15
156,연인,남치니,15
156,배우자,마누라,15
156,연인,남친님,15
156,배우자,남푠,15
156,부모님,엄니,15
156,기타가족,외삼촌,15
163,자녀,아들램,14
163,자녀,외동딸,14
163,자녀,아들래미,14
163,부모님,증조부,14
167,배우자,예랑이,13
167,배우자,예신,13
167,기타가족,친정식구들,13
167,기타가족,친정식구,13
167,자녀,아들내미,13
167,기타가족,숙부,13
173,자녀,맏아들,12
173,기타가족,혈육,12
173,배우자,남표니,12
173,부모님,시아버님,12
173,자녀,큰애,12
173,자녀,저희아이,12
179,부모님,시아버지,11
179,친구,베프,11
179,부모님,시어머님,11
179,자녀,울아들,11
179,기타가족,장손,11
184,배우자,집사람,10
184,회사동료,여직원,10
184,부모님,할아부지,10
184,기타가족,시누,10
188,기타가족,시댁식구,9
188,기타가족,시댁식구들,9
188,기타가족,처제,9
188,학생,초1,9
188,기타가족,덩생,9
188,부모님,할부지,9
188,부모님,할배,9
188,싱글,독신,9
196,기타가족,울언니,8
196,기타가족,숙모,8
196,연인,썸남,8
196,자녀,아들녀석,8
196,기타가족,사돈,8
196,기타가족,새언니,8
196,기타가족,가족모두,8
196,배우자,울신랑,8
196,학생,초3,8
205,자녀,둘째딸,7
205,자녀,우리애들,7
205,자녀,둘째아들,7
205,연인,예비신랑,7
205,회사동료,회사사람,7
205,기타가족,이모님들,7
205,기타가족,시누이,7
205,자녀,둥이들,7
205,회사동료,회사동료,7
214,배우자,남의편,6
214,자녀,차녀,6
214,자녀,울딸,6
214,부모님,시모,6
214,배우자,와이프님,6
214,기타가족,효녀,6
214,기타가족,올케,6
221,부모님,할아버님,5
221,배우자,마눌님,5
221,부모님,친정아빠,5
221,부모님,친정아버지,5
221,연인,남친몬,5
221,자녀,첫째아이,5
221,부모님,어무이,5
221,학생,초4,5
229,연인,예비신부,4
229,배우자,마님,4
229,자녀,첫아이,4
229,연인,썸녀,4
229,학생,초2,4
229,친구,프렌드,4
229,부모님,친정어머니,4
229,자녀,젖먹이,4
229,학생,초6,4
229,자녀,울애들,4
229,기타가족,손주들,4
229,자녀,저희애,4
229,학생,재수생,4
242,배우자,영감님,3
242,부모님,시엄마,3
242,회사동료,회사직원,3
242,기타가족,맏며느리,3
242,배우자,우리신랑,3
242,자녀,딸냄,3
242,자녀,저희애들,3
242,연인,여친님,3
242,친구,남사친,3
242,배우자,아자씨,3
242,배우자,저희신랑,3
242,자녀,저희아들,3
242,자녀,첫째딸,3
255,기타가족,손자들,2
255,배우자,새색시,2
255,자녀,여식,2
255,자녀,삼둥이,2
255,기타가족,시댁어른,2
255,배우자,주말부부,2
255,부모님,시엄니,2
255,자녀,첫째아들,2
255,자녀,둘째아이,2
255,배우자,애아빠,2
255,자녀,손녀딸,2
255,자녀,저희딸,2
255,자녀,아들딸,2
255,배우자,애엄마,2
255,회사동료,직장상사,2
255,자녀,큰놈,2
255,배우자,저희남편,2
255,기타가족,외손주,2
255,부모님,시아빠,2
274,부모님,할버지,1
274,부모님,친정아부지,1
274,부모님,양가부모님,1
274,배우자,아이아빠,1
274,부모님,어머니아버지,1
274,자녀,우리집애,1
274,자녀,초보맘,1
274,친구,여사친,1
274,기타가족,시동생,1
274,자녀,외아들,1
274,회사동료,회사선배,1
274,기타가족,외손녀,1
274,부모님,함무니,1
274,배우자,안사람,1
274,배우자,우리와이프,1
274,자녀,직장맘,1
274,자녀,초보엄마,1
274,회사동료,회사사수,1
274,배우자,남푠님,1
274,배우자,영감탱이,1
274,싱글,싱글녀,1
274,배우자,울서방,1
274,자녀,외동아들,1
274,기타가족,외손자,1
274,기타가족,육촌,1
274,연인,약혼자,1
274,친구,여행친구,1
274,부모님,예비시어머니,1
274,학생,초5,1
274,기타가족,손자손녀,1
274,자녀,첫아들,1
