기준연월,동반유형명,언급건수
202209,기타가족,14548
202209,부모님,6572
202209,친구,6337
202209,자녀,6305
202209,회사동료,5937
202209,배우자,2999
202209,싱글,2436
202209,연인,2380
202209,학생,1324
