기준연월,동반유형명,언급건수
202004,기타가족,14913
202004,친구,8180
202004,부모님,7050
202004,회사동료,5585
202004,자녀,4202
202004,배우자,3781
202004,연인,2214
202004,싱글,1985
202004,학생,805
