업종중분류명,지역명,비율
음식,전라남도 무안군,25.1
쇼핑,전라남도 무안군,20.8
기타관광,전라남도 무안군,17.6
자연관광,전라남도 무안군,10.7
레저스포츠,전라남도 무안군,9.3
숙박,전라남도 무안군,9.0
문화관광,전라남도 무안군,6.5
역사관광,전라남도 무안군,0.6
체험관광,전라남도 무안군,0.3
