업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,2844,3080,-7.7,18509,22868,-19.1
레저스포츠,1033,1699,-39.2,18509,22868,-19.1
문화관광,1968,2227,-11.6,18509,22868,-19.1
쇼핑,241,4886,-95.1,18509,22868,-19.1
숙박,895,938,-4.6,18509,22868,-19.1
역사관광,480,536,-10.4,18509,22868,-19.1
음식,10788,9196,17.3,18509,22868,-19.1
자연관광,173,199,-13.1,18509,22868,-19.1
체험관광,87,107,-18.7,18509,22868,-19.1
