업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,92,122,-24.6,21569,17120,26.0
레저스포츠,266,223,19.3,21569,17120,26.0
문화관광,2520,1623,55.3,21569,17120,26.0
쇼핑,227,1923,-88.2,21569,17120,26.0
숙박,1319,875,50.7,21569,17120,26.0
역사관광,115,78,47.4,21569,17120,26.0
음식,17015,12259,38.8,21569,17120,26.0
자연관광,7,11,-36.4,21569,17120,26.0
체험관광,8,6,33.3,21569,17120,26.0
