업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,235543.0
쇼핑업,레저용품쇼핑,4551.0
쇼핑업,기타관광쇼핑,95213.0
숙박업,호텔,130.0
숙박업,기타숙박,66016.0
식음료업,일반외식업,52821.0
식음료업,제과음료업,12420.0
여가서비스업,관광유원시설,1524.0
여가서비스업,골프장,26654.0
여가서비스업,기타레저,5228.0
여가서비스업,문화서비스,874.0
운송업,육상운송,8101.0
의료웰니스업,의료관광,14164.0
의료웰니스업,뷰티,5587.0
