업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,47.9,3.0
쇼핑업,기타관광쇼핑,47.9,34.2
쇼핑업,대형쇼핑몰,47.9,62.8
숙박업,호텔,0.7,9.1
숙박업,캠핑장/펜션,0.7,3.2
숙박업,기타숙박,0.7,87.7
식음료업,일반외식업,25.7,82.3
식음료업,제과음료업,25.7,17.7
여가서비스업,관광유원시설,12.2,3.5
여가서비스업,골프장,12.2,83.1
여가서비스업,기타레저,12.2,9.1
여가서비스업,문화서비스,12.2,4.3
여행업,여행업,0.0,100.0
운송업,육상운송,12.5,99.9
운송업,렌터카,12.5,0.1
의료웰니스업,의료관광,1.0,19.4
의료웰니스업,뷰티,1.0,80.6
