업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,53.0,1.9
쇼핑업,기타관광쇼핑,53.0,29.6
쇼핑업,대형쇼핑몰,53.0,68.5
숙박업,호텔,0.8,15.3
숙박업,캠핑장/펜션,0.8,4.0
숙박업,기타숙박,0.8,80.7
식음료업,일반외식업,26.9,84.2
식음료업,제과음료업,26.9,15.8
여가서비스업,관광유원시설,4.1,4.0
여가서비스업,골프장,4.1,42.6
여가서비스업,기타레저,4.1,34.9
여가서비스업,문화서비스,4.1,18.6
여행업,여행업,0.1,100.0
운송업,렌터카,13.7,0.1
운송업,육상운송,13.7,99.9
의료웰니스업,의료관광,1.4,12.6
의료웰니스업,뷰티,1.4,87.4
